location_id,is_verified,is_hidden,is_location_screening_patients,is_location_collecting_specimens,location_name,location_address_street,location_address_locality,location_address_region,location_address_postal_code,lat,lng,location_place_of_service_type,location_contact_phone_main,location_contact_url_main,location_hours_of_operation,is_location_accepting_third_party_orders_for_testing,is_location_only_testing_patients_that_meet_criteria,is_location_by_appointment_only,location_contact_phone_appointments,location_contact_url_appointments,location_specific_testing_criteria,additional_information_for_patients,data_source,is_ready_for_prod,location_address_district,geometry
13310baa-2b9f-456e-a2cd-b5790c624efe,f,f,t,f,Polk County Health Department,2279 Parksville Road,Benton,Tennessee,,35.168688,-84.64212409999999,Public Health Department,423-338-4533,,,,,,,,,,provider website,,,POINT (-84.6421241 35.168688)
8f75fb92-70a4-4c83-844b-4ab40ee77755,f,f,t,f,Bolivar County Health Department,711 3rd Street,Cleveland,Mississippi,,33.751446,-90.71053,Public Health Department,662-843-2706,"http://msdh.ms.gov/msdhsite/_static/19,869,166.html",,,,,,,,,provider website,,,POINT (-90.71053 33.751446)
524cb17b-b219-488a-aed0-3851e61f44aa,f,f,t,f,Pennsylvania State Health Department,223 North State Street,Warren,Pennsylvania,,41.880604,-79.14200600000001,Public Health Department,814-728-3566,,,,,,,,,,provider website,,,POINT (-79.142006 41.880604)
8d1676f2-bfd6-4813-a253-66c31b8c7835,f,t,f,f,Southampton Board of Health,8 East Street,Southampton,MA,,42.22902,-72.72861999999999,Public Health Department,413-529-1003,http://www.town.southampton.ma.us/dbcc/health.php,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-72.72862 42.22902)
178d0abf-e7c6-4663-9992-2a183426b3b8,t,t,f,f,Garland Health Department,1720 Commerce Street,Garland,TX,,32.908726,-96.605675,Public Health Department,972-205-3460,,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-96.605675 32.908726)
1bf11b2d-0b5e-4578-a651-81fcacd059c4,t,f,t,f,Northeast Medical Group Internal Medicine - Cheshire,677 South Main Street,Cheshire,CT,6410.0,41.4856974,-72.906151,Primary Care,833-275-9644,,Call ahead,f,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-72.906151 41.4856974)
f6bb4a6c-ada0-4209-b9ff-33d0dceeff08,t,t,t,t,Morristown Division of Health,200 South Street,Morristown,NJ,,40.790127000000005,-74.47375500000001,Urgent Care,973-796-1975,http://www.townofmorristown.org/health.html,9:00AM - 5:00 PM,f,t,t,,https://www.clockwisemd.com/hospitals/2062/visits/new,,,crowdsource,,,POINT (-74.473755 40.790127)
a10c8e17-f654-4eac-a44a-c56535aeb5f4,t,t,f,f,Dukes County Health Department,4 Airport Road,Edgartown,MA,,41.386024799999994,-70.609645,Public Health Department,508-696-3844,https://www.dukescounty.org/health-council,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-70.609645 41.3860248)
3dc50efd-9477-4a90-b4b8-35b9d756a8e7,f,f,t,f,Baltimore County Health Department,6401 York Road,Baltimore,Maryland,,39.37344,-76.609726,Public Health Department,410-887-3740,,,,,,,,,,provider website,,,POINT (-76.609726 39.37344)
c43538e1-e7c5-4665-80fd-e9c34184664a,f,f,t,f,Renville County Public Health Services,105 5th Street,Olivia,Minnesota,,44.776413,-94.982605,Public Health Department,320-523-2570,http://renvillecounty.govoffice2.com/index.asp?type=b_basic&sec={25b9704b-9575-453c-9ba5-a09d0cc3d449},,,,,,,,,provider website,,,POINT (-94.982605 44.776413)
fc7c1187-76bf-4e33-92ef-3b40c79b5134,t,f,t,f,Shoreline Medical Center - Guilford,111 Goose Lane,Guilford,CT,6437.0,41.2907016,-72.6641754,Medical Center,833-275-9644,https://www.ynhhs.org/patient-care/urgent-care.aspx,Call ahead,f,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-72.6641754 41.2907016)
98252a70-b794-437e-b959-08dda4d374a1,f,f,t,f,Nevada County Health Department,10075 Levon Avenue,Truckee,California,,39.3252468,-120.19902250000001,Public Health Department,530-550-2309,,,,,,,,,,provider website,,,POINT (-120.1990225 39.3252468)
e90651ab-9dde-402d-b2ec-d0a02a53b9e3,t,f,t,f,Northeast Medical Group Internal Medicine - Greenwich,500 West Putnam Avenue,Greenwich,CT,6830.0,41.0179263,-73.6452507,Primary Care,833-275-9644,,Call ahead,f,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-73.6452507 41.0179263)
746b04db-3ab1-4c41-bf83-e1b61ce44bd3,f,f,t,f,Jefferson County Health Department,203 North Main Street,Punxsutawney,Pennsylvania,,40.94446,-78.992226,Public Health Department,814-938-6630,,,,,,,,,,provider website,,,POINT (-78.992226 40.94446)
25fbcc61-75e7-4eba-b98c-a5b49be9546a,t,f,t,f,Madison County Health Department,301 Max Luther Drive Northwest,Huntsville,AL,,34.75803,-86.58319,Public Health Department,256-533-3711,http://www.adph.org/madison/,Weekdays 8 a.m. - 5 p.m.,f,t,t,256-533-3711,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",provider website,,,POINT (-86.58319 34.75803)
000c9b97-7923-452c-9282-78e7375247ec,f,f,f,f,Lynn Health Department,3 City Hall Square,Lynn,Massachusetts,,42.464808000000005,-70.95121390000001,Public Health Department,781-586-6828,,,,,,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-70.9512139 42.464808)
c6a73d22-5236-4cb3-a695-b3cd93bf64aa,t,f,t,t,UW Neighborhood Shoreline Clinic - Primary Care and Urgent Care Services,1355 N 205th St.,Shoreline,WA,98133.0,47.777782,-122.34263600000001,Clinic,206-542-5656,https://www.uwmedicine.org/locations/primary-care-shoreline,,t,t,t,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,,,POINT (-122.342636 47.777782)
ff82ee6c-cf1d-44e5-b06f-d87e12cfa19d,f,f,t,f,Lassen County Public Health Department,1445 Paul Bunyan Road,Susanville,California,,40.422697799999995,-120.64915520000001,Public Health Department,530-251-8183,http://www.co.lassen.ca.us/govt/dept/health_social/default.asp,,,,,,,,,provider website,,,POINT (-120.6491552 40.4226978)
0fce7bc9-dc3c-4e5c-8962-b2f18ba60529,f,t,t,t,Montana Health Department,1714 Prospect Drive,Macon,MO,,39.752666,-92.4624,Hospital,660-385-3125,,,f,t,f,,,,"We’ve created a screening questionnaire based on CDC guidelines to help you determine the most appropriate level of care for you. If it is determined you need a Virtual Visit, this will be offered free of charge. Thank you for your patience as we are handling an extremely high volume of virtual evaluations at this time",entity website,,,POINT (-92.4624 39.752666)
b365d540-144e-4b02-b1a5-8fdd5dd5f675,t,f,t,t,My InstaDoc Urgent Care of Monroe,298 Applegarth Road,Monroe Township,NJ,8831.0,40.31387022,-74.47225813,Urgent Care,,,,f,t,t,609-207-3220,http://immcare.com,http://immcare.com/wp-content/uploads/2020/03/covid-19-intake-form-9.pdf,,crowdsource,,,POINT (-74.47225813 40.31387022)
1143a67f-d787-4bc7-977e-65d6a7a18648,t,f,f,f,Hamilton County Health Department,145 White Birch Lane,Indian Lake,NY,,43.776043,-74.25955,Public Health Department,518-648-6497,,,f,t,f,,,,Please note review the latest information here: https://coronavirus.health.ny.gov/home,provider website,,,POINT (-74.25955 43.776043)
727efad9-ead7-470d-b322-c3245597ec1e,f,f,t,f,Columbus Public Health,240 Parsons Avenue,Columbus,Ohio,,39.9593044,-82.9805967,Public Health Department,614-645-7417,http://publichealth.columbus.gov/,,,,,,,,,provider website,,,POINT (-82.9805967 39.9593044)
8572da98-dd76-4d70-9a99-df37f2811af7,t,f,t,f,PhysicianOne - Hamden,2165 Dixwell Ave.,Hamden,CT,6514.0,41.3688303,-72.9183262,Urgent Care,833-275-9644,https://www.ynhhs.org/patient-care/urgent-care.aspx,Call ahead,f,t,t,833-275-9644,https://www.ynhhs.org/ondemand.aspx,https://www.ynhhs.org/patient-care/covid-19/covid-19-testing.aspx,"Reach out to your doctor or healthcare facility if you have an upcoming appointment for latest information on hours of operation and visitor restrictions. Many offices are now offering telemedicine services during this time. We want to make sure you receive the care you need, when you need it. If you think you have COVID-19 symptoms, call your doctor or healthcare facility before visiting",provider website,,,POINT (-72.9183262 41.3688303)
b8e29a2d-2579-4931-a2c1-24ae6130316c,f,f,t,f,Lee County Health Department,3920 Michigan Avenue,Fort Myers,Florida,,26.647596500000002,-81.8334878,Public Health Department,239-332-9501,http://www.leechd.com/,,,,,,,,,provider website,,,POINT (-81.8334878 26.6475965)
d4b0da6c-7e18-4fbe-b933-8775b155a2ba,t,f,f,f,Baylor St. Luke's Medical Group - Primary Care,403 Ogletree Drive,Livingston,TX,77351.0,30.73067627,-94.93882612,Public Health Department,936-328-3293,https://www.chistlukeshealth.org/locations/baylor-st-lukes-medical-group-primary-care-29,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-94.93882612 30.73067627)
ccece4e4-210f-43b8-8e65-a3b9ba8b6567,f,f,t,f,Suwannee County Health Department,120 Southwest Suwannee Avenue,Branford,Florida,,29.9549555,-82.9270875,Public Health Department,386-935-1133,,,,,,,,,,provider website,,,POINT (-82.9270875 29.9549555)
a678fcc7-58a6-42a6-acc2-fdd1890db90d,f,f,t,f,Summit County Public Health Department - Coalville Health Center,85 50 East,Coalville,Utah,,40.91904,-111.398476,Public Health Department,435-336-3222,http://www.summitcountyhealth.org/officelocations.htm,,,,,,,,,provider website,,,POINT (-111.398476 40.91904)
1df7374b-8f64-41f2-aff0-7cd98579e245,t,f,f,f,Centerville Health Center,26 S. Main Street,Centerville,UT,84014.0,40.91706,-111.878975,Public Health Department,801-693-7900,https://healthcare.utah.edu/locations/centerville/index.php,"7:00 a.m. – 8:00 p.m., 7 days per week",t,t,f,801-587-0712,,,People can get tested for COVID‑19 at drive‑thru locations in certain parts of Texas. Locations may use different screening criteria to determine if you are able get tested. Please contact the drive‑thru provider to see what their testing criteria is. We will update the drive‑thru testing list as information becomes available,dph website,,,POINT (-111.878975 40.91706)
660daf3a-7fd4-459b-a03c-70aa4671988c,f,f,t,f,Lake County Public Health Department and Lake County Nursing Service,112 West 5th Street,Leadville,Colorado,,39.247623,-106.29269,Public Health Department,719-486-0118,http://www.lakecountyco.com/health/node/18,,,,,,,,,provider website,,,POINT (-106.29269 39.247623)
4e3ffefe-792e-47b9-a3ae-fabcfeffd961,f,f,t,f,Benson County Nurse,201 Main Street,Minnewaukan,North Dakota,,48.071064,-99.25503499999999,Public Health Department,701-473-5444,,,,,,,,,,provider website,,,POINT (-99.255035 48.071064)
afd54c3f-6621-4d79-8e30-8f2db74018ea,f,f,t,f,Hancock County Health Department,102 Court Street,New Cumberland,West Virginia,,40.499317,-80.60826999999999,Public Health Department,304-564-3343,http://www.hancockcountyhealthdepartment.com/,,,,,,,,,provider website,,,POINT (-80.60827 40.499317)
6d3fccbf-e3c7-4cad-8871-0a8e525f163c,f,f,t,f,Strafford Town Health Officer,124 Old City Falls Road,Strafford,Vermont,,43.881434999999996,-72.36952,Public Health Department,802-765-4442,,,,,,,,,,provider website,,,POINT (-72.36952 43.881435)
97215aff-9b63-473e-9985-232627f7fbe9,f,f,t,t,Barren County Health Center,318 West Washington Street,Glasgow,Kentucky,,36.996143,-85.91516999999999,Public Health Department,270-651-8321,,Call ahead,,t,t,,,,,provider website,,,POINT (-85.91517 36.996143)
9dab2003-1e97-426c-a2e9-c3529493056d,f,f,t,f,Hancock County Health Department,111 American Legion Place,Greenfield,Indiana,,39.783688,-85.768295,Public Health Department,317-477-1125,http://www.hancockcoingov.org/health_department/default.asp,,,,,,,,,provider website,,,POINT (-85.768295 39.783688)
a143dcb5-9621-4bce-9659-a05a66674988,t,f,t,t,Ulster County Health Department,123 Partition Street,Saugerties,NY,,42.076694,-73.95189,Hospital,845-246-2621,,Call ahead,t,t,t,,,https://www.urmc.rochester.edu/coronavirus.aspx,"BEFORE visiting your provider's office, Urgent Care, or the Emergency Room, call the UR Medicine COVID-19 support line at 1-888-928-0011 or your health care provider.",provider website,,,POINT (-73.95189 42.076694)
fc9b5dd1-05a4-4313-b312-6ab7fe8f6a79,f,f,t,f,Pennsylvania Department of Health,"United States Highway 209 Business Route And Tanite Road, 1St Floor",Stroudsburg,Pennsylvania,,40.9836186,-75.22893540000001,Public Health Department,570-424-3020,,,,,,,,,,provider website,,,POINT (-75.2289354 40.9836186)
c7e69601-2219-4896-b0e7-6cb1fcb8f468,f,f,t,f,Tennessee Health Department,3193 Tennessee 126,Blountville,Tennessee,,36.5357504,-82.3179934,Public Health Department,423-279-1616,,,,,,,,,,provider website,,,POINT (-82.3179934 36.5357504)
90e614ee-e2d7-4f31-9aa1-204403ead0bb,f,f,t,f,Estancia Public Health Office,300 8th Street,Estancia,New Mexico,,34.7588817,-106.059747,Public Health Department,505-384-2351,,,,,,,,,,provider website,,,POINT (-106.059747 34.7588817)
1a94e664-ce2d-4a90-800d-016ed975ea42,t,f,t,t,St. Luke's - Wood River Hospital,100 Hospital Dr,Ketchum,ID,83340.0,43.6505094,-114.3488886,Hospital,208-727-8800,https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/2020/mar/st-lukes-covid-19-coronavirus-announcement,10am - 6pm daily,f,t,f,208-381-9500,,https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/testing.html,,https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/2020/mar/st-lukes-covid-19-coronavirus-announcement#tents,,,POINT (-114.3488886 43.6505094)
c8de06a7-34bf-4595-89d2-cd7cfdc3b137,f,f,t,f,Northeast Kansas Multi County Health Department - Jackson County,312 Pennsylvania Avenue,Holton,Kansas,,39.4623,-95.73472,Public Health Department,785-364-2670,http://www.jackson.kansasgov.com/mv2base.asp?varcn=19,,,,,,,,,provider website,,,POINT (-95.73472 39.4623)
b1e1083f-50d4-499b-a762-a00a4d7c2a3b,f,f,t,f,Tulare County Health and Human Services,5957 South Mooney Boulevard,Visalia,California,,36.287315,-119.31363,Public Health Department,559-737-4660,http://www.tularehhsa.org/index.cfm,,,,,,,,,provider website,,,POINT (-119.31363 36.287315)
9b3986d5-355d-409e-a02c-c9395a79489c,f,f,t,f,Town Health Officer - Vergennes,120 Main Street,Vergennes,Vermont,,44.169146999999995,-73.25014,Public Health Department,802-877-2841,,,,,,,,,,provider website,,,POINT (-73.25014 44.169147)
9915d003-7a13-48e5-9370-cfc9c3709c37,t,f,t,f,SSM Health Outpatient Center,6201 N. Santa Fe Ave. Suite 1000,Oklahoma City,OK,73118.0,35.53486521,-97.51213908,Public Health Department,405-272-5450,https://www.ssmhealth.com/locations/location-details/st-anthony-north,,,,,,,,,provider website,,,POINT (-97.51213908 35.53486521)
ffb50609-d5b8-43d1-8b4f-87ae2a7e6918,f,t,f,f,Otis Board of Health,1 North Main Road,Otis,MA,,42.193104,-73.09206400000001,Public Health Department,413-260-0104,http://www.townofotisma.com/pages/otisma_boh/index,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-73.092064 42.193104)
cb37e7b6-e4b1-4b52-a928-7d09af126741,f,t,f,f,Hamilton Board of Health,577 Bay Road,Hamilton,MA,,42.619976,-70.85518,Public Health Department,978-468-5579,http://www.hamiltonma.gov/pages/hamiltonma_health/index,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-70.85518 42.619976)
859dfc4e-81a6-4e1c-8a3d-3ff694bd0640,f,f,t,t,Mitchell County Health Department,130 Forest Srv Road,Bakersville,North Carolina,,35.967033,-82.113864,Temporary,828-688-2371,,,f,t,t,,,,BURLINGTON COUNTY RESIDENTS BY APPT ONLY,dph website,,,POINT (-82.113864 35.967033)
14eddb3f-dc8e-4e8c-b920-0ad0cae74b3e,f,f,t,f,Winooski Health Officer,18 Mansion Street,Winooski,Vermont,,44.492946999999994,-73.18598,Public Health Department,802-655-3000,http://onioncity.com/htm/md_home.htm,,,,,,,,,provider website,,,POINT (-73.18598 44.492947)
8ddb4413-50c5-4631-9ec0-2f5e2abca494,f,f,t,f,Michigan Department of Community Health,320 South Walnut Street,Lansing,Michigan,,42.731026,-84.557014,Public Health Department,517-373-3740,http://www.michigan.gov/mdch,,,,,,,,,provider website,,,POINT (-84.557014 42.731026)
4dcb6e82-d305-485d-958b-3587d4ac9bda,f,f,t,f,Solano County Public Health Department,275 Beck Avenue,Fairfield,California,,38.23372,-122.06633000000001,Public Health Department,707-784-8600,http://www.co.solano.ca.us/depts/hss/default.asp,,,,,,,,,provider website,,,POINT (-122.06633 38.23372)
7203ecd8-a852-4236-bfe4-e4ebd0220d0d,f,f,f,f,Florida State Health Department,5640 Main Street,New Port Richey,Florida,,28.250183000000003,-82.7212,Public Health Department,727-841-4221,,,f,t,f,,,,,provider website,,,POINT (-82.7212 28.250183)
f6a5ac0a-2d50-4b1c-8da0-e764b7434144,f,t,t,f,Wright County Health Department,"# C, 300 S Main St",Hartville,MO,,37.248493100000005,-92.5097149,Public Health Department,417-741-7791,,,f,t,f,,,,,dph website,,,POINT (-92.5097149 37.2484931)
6e9562ba-07dd-4c50-99dd-d2c64e6dc7ca,f,f,t,f,Douglas County Health and Social Services,621 West Madrone Street,Roseburg,Oregon,,43.213429999999995,-123.35156,Public Health Department,541-440-3500,http://www.co.douglas.or.us/health/,,,,,,,,,provider website,,,POINT (-123.35156 43.21343)
133bdba2-eb02-4f50-ba3a-c1c89b52a037,t,f,t,t,SSM Health Urgent Care,8820 Manchester Road,Brentwood,MO,63144.0,38.6115221,-90.3508422,Primary Care,314-963-8100,https://www.ssmhealth.com/locations/location-details/urgent-care-brentwood,By appointment,f,t,t,,,Only patients or employees who meet testing criteria are eligible for testing.,,https://www.saintlukeskc.org/about/news/saint-lukes-news-three-covid-19-drive-thru-testing-sites-set-qualifying-saint-lukes,,,POINT (-90.3508422 38.6115221)
09c3d448-5c0a-4741-98b2-3a110ba0ed28,f,f,t,f,Fremont County Public Health,322 North 8th Street West,Riverton,Wyoming,,43.02771,-108.400406,Public Health Department,307-856-6979,http://www.fremontcountywy.org/health.htm,,,,,,,,,provider website,,,POINT (-108.400406 43.02771)
ae47f595-03bf-43d9-8646-0eb9664ced2b,f,t,t,f,Jefferson County Health Department,10005 Corner School Road,Warrior,AL,,33.80086,-86.94164,Public Health Department,205-379-3200,http://www.jcdh.org/,,,,,,,,,provider website,,,POINT (-86.94164 33.80086)
28480062-44d9-49c9-af8c-90404427a91a,t,f,t,t,"Spectrum Health Lakeland - Center for Outpatient Services, St. Joseph",3900 Hollywood Road,St. Joseph,MI,49085.0,42.04669079,-86.4558995,Hospital,,https://www.spectrumhealth.org/covid19,By appointment,f,t,t,616-391-2380,,Online health assessment: https://secure.beaumont.org/covidrisk,,https://www.freep.com/story/news/local/michigan/2020/03/14/coronavirus-testing-michigan-drive-thru-grand-rapids/5050425002/,,,POINT (-86.4558995 42.04669079)
376ef2bb-a1cc-4ba8-baa4-2b9c5e369e56,f,t,f,f,Reading Board of Health,16 Lowell Street,Reading,MA,,42.52779,-71.10776,Public Health Department,781-942-9061,http://www.ci.reading.ma.us/pages/readingma_health/index,,,t,t,211,,https://www.mass.gov/doc/covid-19-pui-criteria/download,"BEGINNING Saturday, March 14, 2020, residents can call 2-1-1 to learn more about COVID-19 prevention, symptoms, treatment. Information about testing, and guidance for people planning or returning from travel. This service is available 24/7 in multiple languages.",provider website,,,POINT (-71.10776 42.52779)
018abd04-6be3-4d20-8641-bd2da09924d7,t,f,t,t,UI QuickCare - North Liberty,720 Pacha Parkway,North Liberty,IA,52317.0,41.7541219,-91.605665,Urgent Care,319-384-8822,https://uihc.org/locations/ui-quickcare-north-liberty,Call ahead,f,t,t,,https://uihc.org/use-our-video-visit-service-get-your-flu-or-covid-19-symptoms-checked-out,,If you have flu symptoms or health concerns related to the 2019 Novel Coronavirus (COVID-19) you can still schedule a video visit.,provider website,,,POINT (-91.605665 41.7541219)
2542a3fb-fece-4146-8709-0e18825d4817,f,f,t,f,New Mexico State Health Department,1001 West Memorial Drive,Artesia,New Mexico,,32.84789,-104.40880600000001,Public Health Department,575-746-9819,,,,,,,,,,provider website,,,POINT (-104.408806 32.84789)
e13694b1-c935-4e47-a0a2-b9dfe4b57931,f,f,t,f,Davis County Health Department,22 State Street,Clearfield,Utah,,41.114647,-112.02595,Public Health Department,801-525-5080,,,,,,,,,,provider website,,,POINT (-112.02595 41.114647)
1cc95252-9766-46af-8cb3-6ef1ab5c634c,f,f,t,f,Volusia County Health Department,931 North Spring Garden Avenue,DeLand,Florida,,29.040764000000003,-81.32455,Public Health Department,386-736-5321,,,,,,,,,,provider website,,,POINT (-81.32455 29.040764)
2a789e7c-68dd-4582-ae35-ae2696596069,f,f,t,f,Roosevelt County Public Health Office,1515 West Fir Street,Portales,New Mexico,,34.18632,-103.35105,Public Health Department,575-356-4453,,,,,,,,,,provider website,,,POINT (-103.35105 34.18632)
5cb5607f-3cd4-4c1f-9b3e-79f1da83598f,t,f,t,f,Washington County Health Department,14900 Saint Stephens Avenue,Chatom,AL,,31.4581256,-88.23044,Public Health Department,251-847-2245,http://www.adph.org/washington/,Weekdays 8 a.m. - 5 p.m.,f,t,t,251-847-2245,,http://www.alabamapublichealth.gov/infectiousdiseases/cov-testing.html,"If a person has questions about being tested for COVID-19, they should call their healthcare provider to make arrangements for testing. It is important to call your healthcare provider's office before going in to let them know you may have COVID-19. This will help the healthcare provider's office take steps to keep others from getting infected or exposed to COVID-19. If you do not have a healthcare provider, please call 1-888-264-2256, starting March 14 at 8:00 a.m. In the event the line is busy, please try to call again.",provider website,,,POINT (-88.23044 31.4581256)
95ce3b02-7ac6-4d6a-9f41-61b82c9a6529,t,f,t,t,SSM Health Urgent Care,1821 S. Stoughton Road First Floor,Madison,WI,53716.0,43.07289567,-89.30952336,Hospital,608-260-6000,https://www.ssmhealth.com/locations/location-details/urgent-care-stoughton-rd-wisconsin,,f,t,t,,,,,entity website,,,POINT (-89.30952336 43.07289567)
a5112b3a-8042-4e28-bed5-681d3e360893,f,f,t,f,West Hartford Bloomfield Health District,693 Bloomfield Avenue,Bloomfield,Connecticut,,41.82734,-72.73742,Public Health Department,860-561-7900,http://www.westhartford.org/whcares/towndepartments/healthdistrict/health1.htm,,,,,,,,,provider website,,,POINT (-72.73742 41.82734)
a2a978ce-f017-4c15-ab72-e3e2b01696a2,t,f,t,t,Stateline Clinic & Immediate Care,4282 E. Rockton Road,Roscoe,IL,61073.0,42.4571612,-89.03428100000001,Urgent Care,779-696-9000,https://www.swedishamerican.org/locations/stateline-clinic-immediate-care,Call ahead,f,t,t,,,,Please call your provider ahead of any visit,provider website,,,POINT (-89.034281 42.4571612)
198bb53f-aae0-4ec9-8362-df2eefd3d1e1,f,f,t,f,Logan County Health Department,721 West 1st Street,Booneville,Arkansas,,35.138103,-93.93549,Public Health Department,479-675-4005,,,,,,,,,,provider website,,,POINT (-93.93549 35.138103)
014a1cdb-00c4-4968-aaaa-f360b9fbdb86,f,f,t,f,Marion County Health Department,110 South 1st Street,Silverton,Oregon,,45.005653,-122.78213500000001,Public Health Department,503-873-4026,,,,,,,,,,provider website,,,POINT (-122.782135 45.005653)
6d7bafd4-79b3-4b2d-a4da-1b75b437d1f2,t,f,t,t,SSM Health Express Clinic,1003 E. McCord St.,Centralia,IL,62801.0,38.52654384,-89.11867148,Clinic,618-436-6633,https://www.ssmhealth.com/locations/location-details/express-clinic-centralia,,f,t,t,,,,"We’ve created a screening questionnaire based on CDC guidelines to help you determine the most appropriate level of care for you. If it is determined you need a Virtual Visit, this will be offered free of charge. Thank you for your patience as we are handling an extremely high volume of virtual evaluations at this time",entity website,,,POINT (-89.11867148 38.52654384)
06d17440-f21b-4d32-8b88-2044fcad04ff,f,t,t,f,Alabama Health Department,Highway 95,Columbia,AL,,31.292796999999997,-85.11159079999999,Public Health Department,334-696-8081,,,,,,,,,,provider website,,,POINT (-85.1115908 31.292797)
44eaf9af-10da-4b1a-91e5-0d81f4f67166,f,t,t,f,Dunklin County Health Department,1051 Jones Street,Kennett,MO,,36.229458,-90.06461999999999,Public Health Department,573-717-7317,,,t,t,f,,,,,dph website,,,POINT (-90.06462 36.229458)
3201b7d7-56ac-4f4a-9a7e-b79ef4936b62,f,f,t,f,Florida Health Department,700 West 23rd Street,Panama,Florida,,30.189740999999998,-85.67024,Public Health Department,850-872-4720,,,,,,,,,,provider website,,,POINT (-85.67024 30.189741)
ccaec67f-f88d-496b-88cb-920d4f3bb639,t,f,t,t,Thorne Bay Health Center,120 Freeman,Thorne Bay,AK,99919.0,55.687490000000004,-132.52379,Health Center,877-755-4800,https://searhc.org/location/thorne-bay-clinic/,,f,t,t,907-966-8799,,https://covid19.searhc.org/,"For questions, please call 966.8799 (7 am - 4 pm). After hours, call the Nurse Advice Line at 1.800.613.0560",provider website,,,POINT (-132.52379 55.68749)
